ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-03-20T00:00:00.000000000Z,35,32,1023411165,0.020000000,0.020000000,0.020000000,0.020000000,53,QQQ   250321C00504000
2025-03-20T00:00:00.000000000Z,35,37,1023411165,0.020000000,0.020000000,0.020000000,0.020000000,1,QQQ   250321C00504000
2025-03-20T00:00:00.000000000Z,35,26,1023410358,0.030000000,0.030000000,0.010000000,0.020000000,207,QQQ   250321C00505000
2025-03-20T00:00:00.000000000Z,35,32,1023410358,0.030000000,0.030000000,0.030000000,0.030000000,216,QQQ   250321C00505000
2025-03-20T00:00:00.000000000Z,35,36,1023410358,0.030000000,0.030000000,0.030000000,0.030000000,39,QQQ   250321C00505000
2025-03-20T00:00:00.000000000Z,35,23,1023411118,84.100000000,84.100000000,84.100000000,84.100000000,1,QQQ   250331C00400000
2025-03-20T00:00:00.000000000Z,35,23,1023410472,2.000000000,2.160000000,2.000000000,2.160000000,4,QQQ   250331C00496000
2025-03-20T00:00:00.000000000Z,35,25,1023410472,1.550000000,1.550000000,1.550000000,1.550000000,4,QQQ   250331C00496000
2025-03-20T00:00:00.000000000Z,35,31,1023410472,2.000000000,2.150000000,2.000000000,2.150000000,21,QQQ   250331C00496000
2025-03-20T00:00:00.000000000Z,35,34,1023410472,1.990000000,2.360000000,1.980000000,1.980000000,25,QQQ   250331C00496000
2025-03-20T00:00:00.000000000Z,35,24,1023410389,120.060000000,120.060000000,120.060000000,120.060000000,2,QQQ   250331C00360000
2025-03-20T00:00:00.000000000Z,35,24,1023411133,76.210000000,76.210000000,76.210000000,76.210000000,1,QQQ   250919C00425000
2025-03-20T00:00:00.000000000Z,35,21,1023410668,2.940000000,3.830000000,2.940000000,2.940000000,143,QQQ   250331C00491000
2025-03-20T00:00:00.000000000Z,35,31,1023410668,2.750000000,2.750000000,2.150000000,2.150000000,37,QQQ   250331C00491000
2025-03-20T00:00:00.000000000Z,35,22,1023410938,74.120000000,74.120000000,74.120000000,74.120000000,2,QQQ   250321C00405000
2025-03-20T00:00:00.000000000Z,35,24,1023410938,73.540000000,73.540000000,73.540000000,73.540000000,1,QQQ   250321C00405000
2025-03-20T00:00:00.000000000Z,35,20,1023411114,0.150000000,0.290000000,0.060000000,0.060000000,177,QQQ   250321C00495000
2025-03-20T00:00:00.000000000Z,35,22,1023411114,0.140000000,0.290000000,0.030000000,0.050000000,1435,QQQ   250321C00495000
